FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value
2021-06-03,2021-06-01,FFIV,"F5 Networks, Inc.",White Ana Maria,"EVP, CHRO",S - Sale,177.92,-258.0,19079.0,-1.0,-45903.0
2021-06-03,2021-06-01,FFIV,"F5 Networks, Inc.",Fountain Thomas Dean,"EVP Global Services, Strategy",S - Sale,177.92,-279.0,8821.0,-3.0,-49640.0
2021-06-03,2021-06-01,CGNX,Cognex Corp,Parrotte Dianne M,Dir,S - Sale+OE,80.03,-333.0,0.0,-100.0,-26651.0
2021-06-03,2021-06-02,BRT,Brt Apartments Corp.,Gould Mitchell,EVP,S - Sale,18.63,-3236.0,172554.0,-2.0,-60280.0
2021-06-03,2021-06-02,BRT,Brt Apartments Corp.,Gould Mitchell,EVP,S - Sale,18.31,-10514.0,175790.0,-6.0,-192512.0
2021-06-03,2021-06-01,RGCO,Rgc Resources Inc,Agee Nancy H,Dir,P - Purchase,23.03,65.0,40599.0,0.0,1500.0
2021-06-03,2021-06-02,QNBC,Qnb Corp,Bimes Randy S.,Dir,P - Purchase,34.0,25000.0,93618.0,36.0,850000.0
2021-06-03,2021-06-02,VPG,"Vishay Precision Group, Inc.",Cummins Wes,Dir,P - Purchase,35.07,30000.0,145624.0,26.0,1052206.0
2021-06-03,2021-06-02,DE,Deere & Co,May John C II,"CEO, Pres",S - Sale+OE,359.07,-39336.0,73873.0,-35.0,-14124258.0
2021-06-03,2021-06-01,IDRA,"Idera Pharmaceuticals, Inc.",Dougherty Michael R,Dir,P - Purchase,1.19,85000.0,133584.0,175.0,101150.0
2021-06-03,2021-06-01,ELF,"E.L.F. Beauty, Inc.",Amin Tarang,CEO,S - Sale,27.49,-82219.0,939196.0,-8.0,-2260183.0
2021-06-03,2021-06-01,NEM,Newmont Corp /de/,Rhodes Blake,"SVP, Strategic Development",S - Sale,73.6,-500.0,50811.0,-1.0,-36800.0
2021-06-03,2021-06-01,ATCX,"Atlas Technical Consultants, Inc.",Cappa Gary M.,COO,S - Sale,10.25,-532000.0,1565750.0,-25.0,-5453000.0
2021-06-03,2021-06-01,WDAY,"Workday, Inc.",Duffield David A,"Dir, 10%",S - Sale+OE,226.5,-331170.0,429697.0,-44.0,-75010453.0
2021-06-03,2021-06-01,JELD,"Jeld-Wen Holding, Inc.",Farmakis Peter,"EVP, Pres, Australasia",S - Sale,28.51,-5336.0,163886.0,-3.0,-152129.0
2021-06-03,2021-06-02,DLTR,"Dollar Tree, Inc.",Lewis Lemuel E,Dir,P - Purchase,98.42,1000.0,26614.0,4.0,98421.0
2021-06-03,2021-06-01,CURO,Curo Group Holdings Corp.,Pittman Terry Gene,"EVP, CIO",S - Sale+OE,17.0,-62567.0,64812.0,-49.0,-1063665.0
2021-06-03,2021-06-02,MRNA,"Moderna, Inc.",Zaks Tal Zvi,Chief Medical Officer,S - Sale+OE,183.9,-5000.0,0.0,-100.0,-919500.0
2021-06-03,2021-06-02,ONEM,1Life Healthcare Inc,Kennedy David P,Dir,S - Sale,38.0,-2778.0,264669.0,-1.0,-105564.0
2021-06-03,2021-06-01,SUMO,"Sumo Logic, Inc.",Carey Sydney,CFO,S - Sale,18.75,-10602.0,423794.0,-2.0,-198798.0
2021-06-03,2021-06-01,STXS,"Stereotaxis, Inc.",Isaac Paul J,10%,S - Sale,7.25,-2000000.0,2234952.0,-47.0,-14500000.0
2021-06-03,2021-06-01,NEM,Newmont Corp /de/,Gehring Dean,"EVP, CTO",S - Sale,73.6,-3500.0,19802.0,-15.0,-257600.0
2021-06-03,2021-06-02,ALTO,"Alto Ingredients, Inc.",Wright Christopher W,"VP, Gen. Counsel, Secy",S - Sale,6.96,-21746.0,146653.0,-13.0,-151352.0
2021-06-03,2021-06-01,WH,"Wyndham Hotels & Resorts, Inc.",Holmes Stephen P,Dir,S - Sale,75.6,-50000.0,504763.0,-9.0,-3779831.0
2021-06-03,2021-06-01,MRNA,"Moderna, Inc.",Andres Juan,See remarks,S - Sale+OE,183.99,-10000.0,0.0,-100.0,-1839900.0
2021-06-03,2021-06-01,DAWN,"Day One Biopharmaceuticals, Inc.",Ai Day 1 LLC,10%,P - Purchase,16.0,875000.0,9377776.0,10.0,14000000.0
2021-06-03,2021-06-01,INCY,Incyte Corp,Dhanak Dashyant,"EVP, Chief Scientific Officer",S - Sale,84.13,-395.0,26545.0,-1.0,-33231.0
2021-06-03,2021-06-02,GCO,Genesco Inc,Sandfort Gregory A,Dir,P - Purchase,58.45,4280.0,4448.0,0.0,250166.0
2021-06-03,2021-06-01,HZNP,Horizon Therapeutics Public Ltd Co,Walbert Timothy P,"COB, Pres, CEO",S - Sale,91.85,-25000.0,896881.0,-3.0,-2296204.0
2021-06-03,2021-06-01,SGRP,"Spar Group, Inc.",Belzer Kori,Chief Operations Officer,S - Sale,1.56,-2037.0,30809.0,-6.0,-3178.0
2021-06-03,2021-06-01,FELE,Franklin Electric Co Inc,Haines John J,"VP, CFO",S - Sale+OE,84.15,-5650.0,51179.0,-10.0,-475440.0
2021-06-03,2021-06-01,MRNA,"Moderna, Inc.",Bancel Stephane,CEO,S - Sale,183.64,-20062.0,22725120.0,0.0,-3684254.0
2021-06-03,2021-06-01,ARQT,"Arcutis Biotherapeutics, Inc.",Chaudhuri Bhaskar,Dir,S - Sale,27.5,-10000.0,901372.0,-1.0,-275000.0
2021-06-03,2021-06-03,GCO,Genesco Inc,Meixelsperger Mary E,Dir,P - Purchase,58.32,5000.0,5168.0,0.0,291577.0
2021-06-03,2021-06-01,ARQT,"Arcutis Biotherapeutics, Inc.",Welgus Howard G.,Dir,S - Sale+OE,27.09,-2200.0,237544.0,-1.0,-59603.0
2021-06-03,2021-06-01,ALGM,"Allegro Microsystems, Inc.",Brown Christopher,"SVP, GC",S - Sale,25.88,-26250.0,147120.0,-15.0,-679350.0
2021-06-03,2021-06-01,BY,"Byline Bancorp, Inc.",Kistner William G,Dir,P - Purchase,23.29,1300.0,7500.0,21.0,30271.0
2021-06-03,2021-06-02,ELF,"E.L.F. Beauty, Inc.",Baruch Richard F Jr,See remarks,S - Sale,27.12,-7761.0,202514.0,-4.0,-210471.0
2021-06-03,2021-06-02,ELF,"E.L.F. Beauty, Inc.",Fields Mandy J,See Remarks,S - Sale,27.13,-6342.0,190695.0,-3.0,-172069.0
2021-06-03,2021-06-02,ELF,"E.L.F. Beauty, Inc.",Marchisotto Kory,See Remarks,S - Sale,27.13,-6775.0,155765.0,-4.0,-183789.0
2021-06-03,2021-06-02,ELF,"E.L.F. Beauty, Inc.",Franks Joshua Allen,"SVP, Operations",S - Sale,27.13,-1063.0,100527.0,-1.0,-28841.0
2021-06-03,2021-06-01,JAMF,Jamf Holding Corp.,Strosahl John,COO,S - Sale+OE,34.05,-93934.0,258228.0,-27.0,-3198124.0
2021-06-03,2021-06-01,VTR,"Ventas, Inc.",Cafaro Debra A,"COB, CEO",S - Sale+OE,55.82,-18076.0,873809.0,-2.0,-1008972.0
2021-06-03,2021-06-01,WDAY,"Workday, Inc.",Fernandez Gomez Luciano,Co-CEO,S - Sale,226.43,-4305.0,273371.0,-2.0,-974764.0
2021-06-03,2021-06-02,KIM,Kimco Realty Corp,Jamieson David,COO,S - Sale,22.25,-89102.0,124939.0,-42.0,-1982520.0
2021-06-03,2021-06-01,ABML,American Battery Metals Corp,Cole Douglas,CEO,S - Sale,2.24,-350000.0,16764717.0,-2.0,-785400.0
2021-06-03,2021-06-01,NEM,Newmont Corp /de/,Atkinson Robert D,"EVP, COO",S - Sale,73.6,-2024.0,90564.0,-2.0,-148966.0
2021-06-03,2021-06-01,WDAY,"Workday, Inc.",Sisco Robynne,"Pres, CFO",S - Sale,229.23,-72.0,147850.0,0.0,-16505.0
2021-06-03,2021-06-01,EPAM,"Epam Systems, Inc.",Dobkin Arkadiy,"CEO, Pres, COB",S - Sale,475.88,-40000.0,1758082.0,-2.0,-19035200.0
2021-06-03,2021-06-02,CDW,Cdw Corp,Zarcone Donna F,Dir,S - Sale,165.4,-7006.0,21348.0,-25.0,-1158764.0
2021-06-03,2021-06-01,FOXF,Fox Factory Holding Corp,Fetter Elizabeth A,Dir,S - Sale,156.59,-624.0,2933.0,-18.0,-97712.0
2021-06-03,2021-06-02,V,Visa Inc.,Mahon Tullier Kelly,"EVP, CHIEF LEGAL, ADMIN OFFIC",S - Sale,231.51,-12735.0,40421.0,-24.0,-2948291.0
2021-06-03,2021-06-01,OMIC,"Singular Genomics Systems, Inc.",Flynn James E,"*Possible Member of 10% Group, 10%",P - Purchase,22.0,1500000.0,9112019.0,20.0,33000000.0
2021-06-03,2021-06-01,GL,Globe Life Inc.,Hutchison Larry M,"Co-Chaiman, CEO",S - Sale+OE,105.58,-24000.0,763483.0,-3.0,-2534010.0
2021-06-03,2021-06-01,RTX,Raytheon Technologies Corp,Dumais Michael R,"EVP,Chf Transformation Officer",S - Sale,88.98,-6000.0,52224.0,-10.0,-533882.0
2021-06-03,2021-06-01,TNL,Travel & Leisure Co.,Holmes Stephen P,Dir,S - Sale,64.86,-50000.0,497238.0,-9.0,-3242767.0
2021-06-03,2021-06-02,EPAM,"Epam Systems, Inc.",Shekhter Elaina,"SVP, CMO",S - Sale+OE,485.0,-1023.0,6284.0,-14.0,-496155.0
2021-06-03,2021-06-02,ISBA,Isabella Bank Corp,Varner Gregory V,Dir,P - Purchase,23.0,200.0,21452.0,1.0,4600.0
2021-06-03,2021-06-01,GL,Globe Life Inc.,Coleman Gary L,"Co-COB, CEO",S - Sale+OE,105.59,-24000.0,697104.0,-3.0,-2534228.0
2021-06-03,2021-06-01,CRVL,Corvel Corp,Yoss Jennifer,VP of Accounting,S - Sale+OE,124.78,-1000.0,231.0,-81.0,-124780.0
2021-06-03,2021-06-01,TRMB,Trimble Inc.,Bisio Ronald,SVP,S - Sale+OE,80.4,-3473.0,39795.0,-8.0,-279215.0
2021-06-03,2021-06-01,VERO,Venus Concept Inc.,Zaring Chad A,CCO,P - Purchase,2.09,40000.0,80000.0,100.0,83600.0
2021-06-03,2021-06-01,GLT,Glatfelter Corp,Astley Christopher W.,"SVP, Chief Commercial Officer",S - Sale,14.89,-10055.0,24147.0,-29.0,-149719.0
2021-06-03,2021-06-01,NCNO,"Ncino, Inc.",Lunsford Jeffrey W,Dir,S - Sale,61.36,-2000.0,256505.0,-1.0,-122723.0
2021-06-03,2021-06-02,ISBA,Isabella Bank Corp,Schwind Jerome E,Pres,P - Purchase,21.85,18.0,14623.0,0.0,400.0
2021-06-03,2021-06-03,TTWO,Take Two Interactive Software Inc,Emerson Daniel P,GC,S - Sale,177.65,-4000.0,37873.0,-10.0,-710600.0
2021-06-03,2021-06-01,NEM,Newmont Corp /de/,Palmer Thomas Ronald,"Pres, CEO",S - Sale,73.6,-5150.0,271525.0,-2.0,-379040.0
2021-06-03,2021-06-02,ISBA,Isabella Bank Corp,Gill Jennifer L,Controller,P - Purchase,21.85,2.0,1063.0,0.0,50.0
2021-06-03,2021-06-02,ISBA,Isabella Bank Corp,Smith Julie A,"VP, CTO",P - Purchase,21.85,5.0,131.0,4.0,100.0
2021-06-03,2021-06-01,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,67.19,-40000.0,7427511.0,-1.0,-2687540.0
2021-06-03,2021-06-02,EXP,Eagle Materials Inc,Stewart Robert S,"EVP-Strategy, Corp. Develop.",S - Sale,145.25,-6654.0,22812.0,-23.0,-966517.0
2021-06-03,2021-06-01,GDOT,Green Dot Corp,Unruh Jess,"CAO, Operational CFO",S - Sale,40.2,-3317.0,82676.0,-4.0,-133350.0
2021-06-03,2021-06-01,ISSC,Innovative Solutions & Support Inc,Churchill Winston J,Dir,S - Sale,5.52,-10000.0,1693.0,-86.0,-55181.0
2021-06-03,2021-06-01,BOH,Bank of Hawaii Corp,Ho Peter S,"COB, CEO, Pres",S - Sale+OE,90.19,-5833.0,242022.0,-2.0,-526078.0
2021-06-03,2021-06-01,SMED,Sharps Compliance Corp,Holmes Parris H Jr,Dir,S - Sale,13.48,-41660.0,754373.0,-5.0,-561581.0
2021-06-03,2021-06-02,ZS,"Zscaler, Inc.",Canessa Remo,CFO,S - Sale+OE,191.29,-10000.0,316719.0,-3.0,-1912920.0
2021-06-03,2021-06-01,BPMC,Blueprint Medicines Corp,Hurley Ariel,Principal Accounting Officer,S - Sale,91.67,-237.0,10097.0,-2.0,-21726.0
2021-06-03,2021-05-24,ITOS,"Iteos Therapeutics, Inc.",McGrath Yvonne,"VP, Research, Development",S - Sale+OE,21.92,-7927.0,0.0,-100.0,-173796.0
2021-06-03,2021-06-01,COF,Capital One Financial Corp,"Laprade,iii Frank G.",Chief Enterprise Srvcs Officer,S - Sale+OE,164.73,-32420.0,57062.0,-36.0,-5340573.0
2021-06-03,2021-06-01,ALLE,Allegion Plc,Eckersley Timothy P,SVP-Allegion International,S - Sale+OE,141.83,-7882.0,34039.0,-19.0,-1117865.0
2021-06-03,2021-06-01,CRWD,"Crowdstrike Holdings, Inc.",Henry Shawn,Please see remarks,S - Sale,222.34,-4000.0,411518.0,-1.0,-889368.0
2021-06-03,2021-06-01,AMD,Advanced Micro Devices Inc,Smith Darla M,Chief Accounting Officer,S - Sale,81.0,-1055.0,8201.0,-11.0,-85455.0
2021-06-03,2021-06-01,COF,Capital One Financial Corp,Shattuck Mayo A III,Dir,S - Sale+OE,164.74,-7709.0,59230.0,-12.0,-1269969.0
2021-06-03,2021-06-02,MBI,Mbia Inc,Gilbert Steven J,Dir,S - Sale,10.23,-20500.0,133604.0,-13.0,-209715.0
2021-06-03,2021-06-01,ITOS,"Iteos Therapeutics, Inc.",McGrath Yvonne,"VP, Research, Development",S - Sale+OE,20.17,-7927.0,0.0,-100.0,-159903.0
2021-06-03,2021-06-01,AA,Alcoa Corp,Heeter Jeffrey D.,"EVP, Gen. Counsel",S - Sale,40.53,-23089.0,58599.0,-28.0,-935873.0
2021-06-03,2021-06-02,KOSS,Koss Corp,Koss Michael J Jr,"VP - Marketing, Product",S - Sale,40.51,-10000.0,36011.0,-22.0,-405100.0
2021-06-03,2021-06-03,NWBI,"Northwest Bancshares, Inc.",McKnight William F,Dir,P - Purchase,14.16,1600.0,49670.0,3.0,22656.0
2021-06-03,2021-06-01,COLL,"Collegium Pharmaceutical, Inc",Ciaffoni Joseph,"Pres, CEO",S - Sale+OE,23.09,-22066.0,267774.0,-8.0,-509602.0
2021-06-03,2021-06-01,AMCX,Amc Networks Inc.,Sapan Joshua W,"Pres, CEO",S - Sale,53.59,-40000.0,642865.0,-6.0,-2143788.0
2021-06-03,2021-06-01,QRHC,Quest Resource Holding Corp,Wynnefield Partners Small Cap Value LP I,10%,P - Purchase,4.55,100.0,1946563.0,0.0,455.0
2021-06-03,2021-06-01,OSH,"Oak Street Health, Inc.",Clem Brian,"Pres, Clinical Operations",S - Sale,60.63,-10000.0,607826.0,-2.0,-606324.0
2021-06-03,2021-06-01,HUN,Huntsman Corp,Wright Randy W.,"VP, Controller",S - Sale,28.99,-42671.0,9283.0,-82.0,-1237032.0
2021-06-03,2021-06-01,KALU,Kaiser Aluminum Corp,Harvey Keith,"Pres, CEO",S - Sale,130.63,-1000.0,64886.0,-2.0,-130630.0
2021-06-03,2021-06-01,EXAS,Exact Sciences Corp,Conroy Kevin T,"Pres, CEO",S - Sale,111.0,-12384.0,836776.0,-1.0,-1374624.0
2021-06-03,2021-06-03,GRWG,Growgeneration Corp.,Stiefel Sean,Dir,S - Sale,42.51,-75000.0,535063.0,-12.0,-3188040.0
2021-06-03,2021-06-03,SOHO,Sotherly Hotels Inc.,Sims Andrew,COB,S - Sale,3.85,-27446.0,1326715.0,-2.0,-105620.0
2021-06-03,2021-06-01,CUZ,Cousins Properties Inc,Fordham Scott W,Dir,S - Sale,37.63,-43750.0,155098.0,-22.0,-1646313.0
2021-06-03,2021-06-01,HNI,Hni Corp,Calado Miguel M,Dir,S - Sale,46.5,-1527.0,37855.0,-4.0,-71006.0
2021-06-03,2021-06-02,AVNT,Avient Corp,Garratt Michael A,"SVP, Pres CAI - EMEA",S - Sale+OE,52.23,-5347.0,32486.0,-14.0,-279262.0
2021-06-03,2021-06-02,VOYA,"Voya Financial, Inc.",Ferrara Nancy,See Remarks,S - Sale+OE,65.25,-3000.0,22816.0,-12.0,-195741.0
2021-06-03,2021-06-01,HNI,Hni Corp,Porcellato Larry B,Dir,S - Sale,46.46,-2000.0,47807.0,-4.0,-92926.0
2021-06-03,2021-06-01,AMD,Advanced Micro Devices Inc,Kumar Devinder,"EVP, CFO, Treasurer",S - Sale+OE,81.4,-63044.0,475013.0,-12.0,-5131965.0
2021-06-03,2021-06-01,KOSS,Koss Corp,Koss John C Jr,"VP - Sales, 10%",S - Sale,30.37,-30000.0,2000387.0,-1.0,-911050.0
2021-06-03,2021-06-02,EMAN,Emagin Corp,Saltarelli Joseph,VP,S - Sale+OE,3.6,-12849.0,12311.0,-51.0,-46256.0
2021-06-03,2021-06-01,KOSS,Koss Corp,Koss Michael J,"Pres, CEO, 10%",S - Sale+OE,28.28,-65000.0,3652632.0,-2.0,-1838084.0
2021-06-03,2021-06-01,COF,Capital One Financial Corp,Alexander Robert M.,CIO,S - Sale+OE,164.73,-38232.0,63954.0,-37.0,-6298037.0
2021-06-03,2021-06-01,THRY,"Thryv Holdings, Inc.","Mudrick Capital Management, L.P.","Dir, 10%",S - Sale,22.8,-3844667.0,12890111.0,-23.0,-87639184.0
2021-06-03,2021-06-01,AMT,American Tower Corp /ma/,Smith Rodney M,"EVP, CFO, Treasurer",S - Sale,256.64,-1108.0,48342.0,-2.0,-284357.0
2021-06-03,2021-06-01,ALGM,"Allegro Microsystems, Inc.",Doogue Michael,"SVP of Technology, Products",S - Sale,26.1,-8913.0,571473.0,-2.0,-232629.0
2021-06-03,2021-06-01,TTEC,"Ttec Holdings, Inc.",Hand Judi,"EVP, CRO",S - Sale,110.0,-481.0,101002.0,0.0,-52910.0
2021-06-03,2021-06-02,DYAI,Dyadic International Inc,Rawson Ping Wang,CFO,P - Purchase,3.7,16000.0,34500.0,86.0,59200.0
2021-06-03,2021-06-02,AOS,Smith A O Corp,Wolf Idelle K,Dir,S - Sale+OE,71.35,-1985.0,50593.0,-4.0,-141630.0
2021-06-03,2021-06-01,ATUS,"Altice Usa, Inc.",Soroban Opportunities Master Fund LP,10%,S - Sale,35.22,-4000000.0,27000000.0,-13.0,-140880000.0
2021-06-03,2021-06-02,SPT,"Sprout Social, Inc.",Rankin Aaron Edward Frederick,"CTO, 10%",S - Sale,69.16,-583.0,28815.0,-2.0,-40320.0
2021-06-03,2021-06-02,SPT,"Sprout Social, Inc.",Del Preto Joseph,"CFO, Treasurer",S - Sale,69.16,-3430.0,133925.0,-2.0,-237219.0
2021-06-03,2021-06-02,SPT,"Sprout Social, Inc.",Gilpin Jamie Cannon,CMO,S - Sale,69.16,-408.0,110662.0,0.0,-28217.0
2021-06-03,2021-06-02,GCO,Genesco Inc,Mason Kathleen,Dir,S - Sale,59.0,-40.0,45892.0,0.0,-2360.0
2021-06-03,2021-06-02,QRVO,"Qorvo, Inc.",Spradley Susan Louise,Dir,S - Sale,182.92,-2270.0,3312.0,-41.0,-415228.0
2021-06-03,2021-06-01,ADAP,Adaptimmune Therapeutics Plc,Alleva Lawrence M,Dir,P - Purchase,0.79,12600.0,143364.0,10.0,9954.0
2021-06-03,2021-06-01,AZEK,Azek Co Inc.,"Ares Corporate Opportunities Fund Iv, L.P.","Dir, 10%",S - Sale,43.5,-8625000.0,19096090.0,-31.0,-375187500.0
2021-06-03,2021-06-01,TRGP,Targa Resources Corp.,Perkins Joe Bob,Dir,S - Sale,40.18,-75000.0,940936.0,-7.0,-3013507.0
2021-06-03,2021-06-01,TRGP,Targa Resources Corp.,Whalen James W,Dir,S - Sale,40.0,-50000.0,309861.0,-14.0,-2000000.0
2021-06-03,2021-06-01,ALGM,"Allegro Microsystems, Inc.",Vig Ravi,"Pres, CEO",S - Sale,26.09,-160000.0,3155074.0,-5.0,-4173934.0
2021-06-03,2021-06-01,SPT,"Sprout Social, Inc.",Barretto Ryan Paul,Pres,S - Sale,69.25,-13959.0,592486.0,-2.0,-966661.0
2021-06-03,2021-06-02,GL,Globe Life Inc.,Buchan Melissa Jane,Dir,S - Sale+OE,105.89,-11667.0,82870.0,-12.0,-1235427.0
2021-06-03,2021-06-01,ST,Sensata Technologies Holding Plc,Cote Jeffrey J,"CEO, Pres",S - Sale+OE,60.01,-91800.0,348834.0,-21.0,-5509230.0
2021-06-03,2021-06-02,RM,Regional Management Corp.,Dunn Michael R,Dir,S - Sale,49.99,-5000.0,83170.0,-6.0,-249950.0
2021-06-03,2021-06-02,REGI,"Renewable Energy Group, Inc.",Stone Chad,"SVP, Commercial Performance",S - Sale,68.0,-5000.0,139395.0,-3.0,-340000.0
2021-06-03,2021-06-01,WEX,Wex Inc.,Groch James R,Dir,P - Purchase,201.75,3000.0,5503.0,120.0,605250.0
2021-06-03,2021-06-03,KNSL,"Kinsale Capital Group, Inc.",Petrucelli Bryan P.,"EVP, CFO, Treasurer",S - Sale,160.36,-1741.0,58523.0,-3.0,-279187.0
2021-06-03,2021-06-03,GCO,Genesco Inc,Martinez Angel R,Dir,P - Purchase,58.37,1715.0,1883.0,0.0,100105.0
2021-06-03,2021-06-01,TTSH,"Tile Shop Holdings, Inc.",Rucker Robert A,Reported voluntarily,S - Sale,7.75,-93650.0,891892.0,-10.0,-725546.0
2021-06-03,2021-06-02,MRO,Marathon Oil Corp,Tillman Lee M,"COB, Pres, CEO",S - Sale+OE,13.85,-212000.0,1203012.0,-15.0,-2937048.0
2021-06-03,2021-06-01,CLNE,Clean Energy Fuels Corp.,Total Marketing Services S.A.S.,10%,S - Sale,8.09,-1000202.0,47329836.0,-2.0,-8087294.0
2021-06-03,2021-06-02,HIG,"Hartford Financial Services Group, Inc.",Bloom William A,EVP,S - Sale+OE,65.65,-16000.0,21353.0,-43.0,-1050400.0
2021-06-03,2021-06-01,AMRC,"Ameresco, Inc.",Wisneski Francis V Jr,Dir,S - Sale,55.12,-1000.0,31176.0,-3.0,-55122.0
2021-06-03,2021-06-02,SELB,Selecta Biosciences Inc,Brunn Carsten,"Pres, CEO",S - Sale+OE,4.38,-4806.0,222958.0,-2.0,-21041.0
2021-06-04,2021-06-03,AMC,"Amc Entertainment Holdings, Inc.",Locke Gary,Dir,S - Sale,49.82,-34293.0,19565.0,-64.0,-1708553.0
2021-06-04,2021-06-02,DBX,"Dropbox, Inc.",Regan Timothy,CFO,S - Sale,28.95,-4147.0,447043.0,-1.0,-120056.0
2021-06-04,2021-06-02,FRPT,"Freshpet, Inc.",Macchiaverna Stephen,"EVP, Secretary, Treasurer",S - Sale+OE,175.0,-2000.0,81497.0,-2.0,-350000.0
2021-06-04,2021-06-02,MXL,Maxlinear Inc,Schrock Donald E,Dir,S - Sale,38.34,-10857.0,30982.0,-26.0,-416262.0
2021-06-04,2021-06-02,MOV,Movado Group Inc,Grinberg Efraim,"COB - CEO, 10%",S - Sale,30.02,-2259.0,260639.0,-1.0,-67815.0
2021-06-04,2021-06-03,WMT,Walmart Inc.,McKenna Judith J,EVP,S - Sale,141.14,-15000.0,352139.0,-4.0,-2117133.0
2021-06-04,2021-06-02,EVR,Evercore Inc.,Schlosstein Ralph,"Co-CEO, Co-COB",S - Sale,147.04,-7245.0,447530.0,-2.0,-1065305.0
2021-06-04,2021-05-10,AUVI,"Applied Uv, Inc.",Munn Max,"Pres, 10%",P - Purchase,7.98,10000.0,5000000.0,0.0,79794.0
2021-06-04,2021-06-03,ALB,Albemarle Corp,Barichivich John Clarence III,"VP, Controller, CAO",S - Sale,167.85,-1340.0,3315.0,-29.0,-224920.0
2021-06-04,2021-06-03,IESC,"Ies Holdings, Inc.",Gendell Jeffrey L Et Al,"CEO, 10%",S - Sale,55.15,-102.0,11599661.0,0.0,-5625.0
2021-06-04,2021-06-02,PCRX,"Pacira Biosciences, Inc.",Manning Donald C.,Chief Medical Officer,S - Sale,62.12,-2380.0,26120.0,-8.0,-147853.0
2021-06-04,2021-05-20,AUVI,"Applied Uv, Inc.",Munn Max,"Pres, 10%",S - Sale,7.8,-10000.0,5000000.0,0.0,-78021.0
2021-06-04,2021-06-02,ZI,Zoominfo Technologies Inc.,"Do Holdings (Wa), LLC",10%,S - Sale+OE,43.08,-193013.0,0.0,-100.0,-8315927.0
2021-06-04,2021-06-02,FDP,Fresh Del Monte Produce Inc,Mancilla Sergio,VP South America,S - Sale+OE,33.56,-625.0,1247.0,-33.0,-20975.0
2021-06-04,2021-06-02,QURT,"Quarta-Rad, Inc.",Shvetsky Victor,"Chief Ex. Officer, 10%",S - Sale,1.0,-300.0,12319683.0,0.0,-300.0
2021-06-04,2021-06-03,SILK,Silk Road Medical Inc,Lasersohn Jack W,Dir,S - Sale,45.6,-5427.0,4769.0,-53.0,-247471.0
2021-06-04,2021-06-03,GEG,"Great Elm Group, Inc.",Parmelee James P,Dir,P - Purchase,2.75,5000.0,106678.0,5.0,13751.0
2021-06-04,2021-06-02,FDP,Fresh Del Monte Produce Inc,Abu-Ghazaleh Mohammad,"COB, CEO, 10%",S - Sale+OE,34.73,-28480.0,6869799.0,0.0,-989035.0
2021-06-04,2021-06-03,AMC,"Amc Entertainment Holdings, Inc.",Frank Elizabeth F,"EVP, CHIEF CONTENT OFFICER",S - Sale,43.54,-21462.0,92318.0,-19.0,-934455.0
2021-06-04,2021-06-03,ROK,"Rockwell Automation, Inc",Nicolas Ernest,"SVP,Chief Supply Chain Officer",S - Sale+OE,275.21,-334.0,5862.0,-5.0,-91919.0
2021-06-04,2021-06-03,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,70.94,28191.0,35120053.0,0.0,1999869.0
2021-06-04,2021-06-03,DVN,Devon Energy Corp/de,Cameron Dennis C,"EVP, GC",S - Sale,31.26,-9632.0,317587.0,-3.0,-301096.0
2021-06-04,2021-06-02,ZI,Zoominfo Technologies Inc.,Brown Kirk Norman,10%,S - Sale+OE,43.08,-193013.0,0.0,-100.0,-8315927.0
2021-06-04,2021-06-03,AMC,"Amc Entertainment Holdings, Inc.",Chavarria Carla C,"SVP, CHRO",S - Sale,62.67,-40346.0,44183.0,-48.0,-2528548.0
2021-06-04,2021-06-03,ALG,Alamo Group Inc,Robinson Ronald A,Employee,S - Sale,151.33,-3913.0,220783.0,-2.0,-592148.0
2021-06-04,2021-06-02,CEIX,Consol Energy Inc.,Mills John T,Dir,S - Sale,16.58,-15702.0,86674.0,-15.0,-260339.0
2021-06-04,2021-06-02,MMI,"Marcus & Millichap, Inc.",Matricaria Richard D.,"EVP, COO - Western Division",S - Sale,39.75,-3812.0,2739.0,-58.0,-151524.0
2021-06-04,2021-06-03,VSTO,Vista Outdoor Inc.,Vanderbrink Jason R,"Pres, Ammunition",S - Sale,43.48,-8951.0,76957.0,-10.0,-389194.0
2021-06-04,2021-06-02,BHC,Bausch Health Companies Inc.,Ackermann Christina,"EVP, GC",S - Sale+OE,31.83,-121198.0,166758.0,-42.0,-3857732.0
2021-06-04,2021-06-02,CRWD,"Crowdstrike Holdings, Inc.",Black Colin,COO,S - Sale+OE,220.96,-25000.0,197159.0,-11.0,-5524049.0
2021-06-04,2021-06-02,TTEC,"Ttec Holdings, Inc.",Frerichs Robert N,Dir,S - Sale,110.0,-9092.0,20874.0,-30.0,-1000120.0
2021-06-04,2021-06-02,PBYI,"Puma Biotechnology, Inc.",Auerbach Alan H,"Pres, CEO, 10%",S - Sale,10.74,-1757.0,4426650.0,0.0,-18877.0
2021-06-04,2021-06-04,CADE,Cadence Bancorporation,Evans Joseph W,Dir,S - Sale,22.41,-21500.0,369669.0,-5.0,-481815.0
