FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value
2021-06-08,2021-06-04,BBY,Best Buy Co Inc,Peterson Allison,Chief Customer Officer,S - Sale,115.74,-1525.0,29934.0,-5.0,-176496.0
2021-06-08,2021-06-04,BBY,Best Buy Co Inc,Mohan Rajendra M,"Pres, COO",S - Sale,115.74,-19951.0,99088.0,-17.0,-2309029.0
2021-06-08,2021-06-04,BBY,Best Buy Co Inc,Hartman Todd G.,"GC, Chief Risk Officer",S - Sale,115.74,-1645.0,39327.0,-4.0,-190384.0
2021-06-08,2021-06-04,BBY,Best Buy Co Inc,Bilunas Matthew M,CFO,S - Sale,115.74,-1902.0,39557.0,-5.0,-220128.0
2021-06-08,2021-06-04,BBY,Best Buy Co Inc,Furman Matthew M,"Chief Comm, Publ. Affairs Ofc",S - Sale,115.74,-4788.0,70354.0,-6.0,-554139.0
2021-06-08,2021-06-04,JBL,Jabil Inc,Sansone Thomas A,Dir,S - Sale,57.75,-50000.0,1882045.0,-3.0,-2887500.0
2021-06-08,2021-06-07,ARI,"Apollo Commercial Real Estate Finance, Inc.",Rothstein Stuart,"Pres, CEO",S - Sale,16.58,-73057.0,337245.0,-18.0,-1211622.0
2021-06-08,2021-06-04,LSCC,Lattice Semiconductor Corp,Anderson James Robert,"Pres, CEO",S - Sale+OE,52.85,-27552.0,440333.0,-6.0,-1456229.0
2021-06-08,2021-06-04,PINS,"Pinterest, Inc.",Jordan Jeffrey D,Dir,S - Sale,62.88,-16000.0,345307.0,-4.0,-1006080.0
2021-06-08,2021-06-07,SGEN,Seagen Inc.,Himes Vaughn B,Chief Technical Officer,S - Sale+OE,150.0,-1303.0,173617.0,-1.0,-195450.0
2021-06-08,2021-06-04,CONN,Conns Inc,Stephens Harriet Calhoun Trust Uid 3/22/84,10%,S - Sale,29.29,-65979.0,276102.0,-19.0,-1932381.0
2021-06-08,2021-06-04,CONN,Conns Inc,Stephens Warren Miles,10%,S - Sale,29.29,-65979.0,845710.0,-7.0,-1932381.0
2021-06-08,2021-06-04,CONN,Conns Inc,Stephens John Calhoun,10%,S - Sale,29.29,-65979.0,845709.0,-7.0,-1932381.0
2021-06-08,2021-06-08,AI,"C3.Ai, Inc.",Rice Condoleezza,Dir,S - Sale+OE,61.44,-55119.0,74974.0,-42.0,-3386233.0
2021-06-08,2021-06-04,CONN,Conns Inc,Stephens Harriet C,10%,S - Sale,29.29,-197937.0,3561931.0,-5.0,-5797143.0
2021-06-08,2021-06-04,CONN,Conns Inc,Stephens Warren A,10%,S - Sale,29.29,-197937.0,3561931.0,-5.0,-5797143.0
2021-06-08,2021-06-07,BILL,"Bill.Com Holdings, Inc.",Jacobs Brian,Dir,S - Sale,152.37,-2000.0,247965.0,-1.0,-304731.0
2021-06-08,2021-06-04,DAIO,Data I/o Corp,Brown Douglas Wells,Dir,S - Sale,6.12,-18614.0,60519.0,-24.0,-113854.0
2021-06-08,2021-06-07,UIS,Unisys Corp,Kenney Gerald P,"SVP, Gen. Counsel, Secretary",S - Sale+OE,27.72,-12790.0,82323.0,-13.0,-354529.0
2021-06-08,2021-06-04,PFMT,Performant Financial Corp,Yanagi Eric,Dir,S - Sale,4.84,-217940.0,3492090.0,-6.0,-1054661.0
2021-06-08,2021-06-07,TSLA,"Tesla, Inc.",Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,587.84,-1813.0,19681.0,-8.0,-1065747.0
2021-06-08,2021-06-04,ZIP,"Ziprecruiter, Inc.",Poulos Ward,10%,S - Sale,24.53,-100000.0,8377077.0,-1.0,-2453000.0
2021-06-08,2021-06-04,ZIP,"Ziprecruiter, Inc.",Edmonds Joseph,10%,S - Sale,24.51,-100000.0,11271632.0,-1.0,-2451000.0
2021-06-08,2021-06-04,ZIP,"Ziprecruiter, Inc.",Willis Redd,10%,S - Sale,24.61,-14991.0,7962976.0,0.0,-368929.0
2021-06-08,2021-06-04,CONN,Conns Inc,Bradbury Curtis F Jr,10%,S - Sale,29.29,-16498.0,198474.0,-8.0,-483191.0
2021-06-08,2021-06-04,RPRX,Royalty Pharma Plc,Urist Marshall,"EVP, Co-Head of R, I",S - Sale,46.08,-33134.0,19020.0,-64.0,-1526721.0
2021-06-08,2021-06-07,AMPH,"Amphastar Pharmaceuticals, Inc.",Lee Howard,Dir,S - Sale+OE,19.3,-15827.0,138933.0,-10.0,-305449.0
2021-06-08,2021-06-04,AMPH,"Amphastar Pharmaceuticals, Inc.",Prins Richard K,Dir,S - Sale+OE,18.74,-10000.0,45179.0,-18.0,-187351.0
2021-06-08,2021-06-07,BEEM,Beam Global,Davidson Peter Warner,Dir,S - Sale,35.88,-10000.0,38034.0,-21.0,-358791.0
2021-06-08,2021-06-08,RSSS,"Research Solutions, Inc.",Nissan Marc,CTO,S - Sale,2.41,-20000.0,588020.0,-3.0,-48200.0
2021-06-08,2021-06-07,CRVL,Corvel Corp,Combs Michael G,"CEO, Pres",S - Sale+OE,119.0,-15500.0,2137.0,-88.0,-1844559.0
2021-06-08,2021-06-08,NTNX,"Nutanix, Inc.",Boynton Aaron,Chief Accounting Officer,S - Sale,34.85,-2000.0,25880.0,-7.0,-69695.0
2021-06-08,2021-06-07,CHEF,"Chefs' Warehouse, Inc.",Lecouras Patricia,CHRO,S - Sale,32.04,-2000.0,122153.0,-2.0,-64080.0
2021-06-08,2021-06-04,LSCC,Lattice Semiconductor Corp,Milstead Byron Wayne,"VP Corp, GC",S - Sale+OE,53.15,-902.0,3539.0,-20.0,-47941.0
2021-06-08,2021-06-04,LSCC,Lattice Semiconductor Corp,Douglass Stephen,"VP Corp, R, D",S - Sale+OE,52.88,-6500.0,72001.0,-8.0,-343703.0
2021-06-08,2021-06-04,TFX,Teleflex Inc,Randle Stuart A,Dir,S - Sale+OE,395.66,-2384.0,3921.0,-38.0,-943253.0
2021-06-08,2021-06-04,TTD,"Trade Desk, Inc.",Vobejda Susan,CMO,S - Sale+OE,577.5,-14539.0,10638.0,-58.0,-8396328.0
2021-06-08,2021-06-04,BSQR,Bsquare Corp /wa,Harries Andrew Stanley Guy,Dir,S - Sale,2.75,-25000.0,298628.0,-8.0,-68748.0
2021-06-08,2021-06-07,SPT,"Sprout Social, Inc.",Howard Justyn Russell,"COB, CEO, 10%",S - Sale+OE,74.55,-120000.0,175002.0,-41.0,-8945963.0
2021-06-08,2021-06-07,AMPH,"Amphastar Pharmaceuticals, Inc.",Petersen Floyd F.,Dir,S - Sale+OE,19.34,-15827.0,79373.0,-17.0,-306039.0
2021-06-08,2021-06-04,WW,"Ww International, Inc.",Winfrey Oprah,Dir,S - Sale+OE,40.59,-713009.0,1126881.0,-39.0,-28938873.0
2021-06-08,2021-06-07,RPRX,Royalty Pharma Plc,Riggs Rory B,Dir,S - Sale,45.26,-273650.0,8476380.0,-3.0,-12385399.0
2021-06-08,2021-06-07,TSLA,"Tesla, Inc.",Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,587.83,-903.0,18997.0,-5.0,-530814.0
2021-06-08,2021-06-04,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,29.9,-13000.0,16584587.0,0.0,-388700.0
2021-06-08,2021-06-04,CRC,California Resources Corp,Ares Management LLC,10%,P - Purchase,30.21,138000.0,16584587.0,0.01,4168980.0
2021-06-08,2021-06-04,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,29.9,-13000.0,16584587.0,0.0,-388700.0
2021-06-08,2021-06-04,CRC,California Resources Corp,Ares Management LLC,10%,P - Purchase,30.21,138000.0,16584587.0,0.01,4168980.0
2021-06-08,2021-06-04,PRTK,"Paratek Pharmaceuticals, Inc.",Bigham Michael,Exec. COB,S - Sale,9.7,-34364.0,879312.0,-4.0,-333331.0
2021-06-08,2021-06-04,PRTK,"Paratek Pharmaceuticals, Inc.",Loh Evan,CEO,S - Sale,9.7,-36654.0,959291.0,-4.0,-355544.0
2021-06-08,2021-06-04,ALRM,"Alarm.Com Holdings, Inc.",Trundle Stephen,"Pres, CEO",S - Sale,80.15,-20000.0,2176538.0,-1.0,-1602970.0
2021-06-08,2021-06-07,PMVP,"Pmv Pharmaceuticals, Inc.",Alland Leila,Chief Medical Officer,S - Sale+OE,33.6,-4000.0,0.0,-100.0,-134387.0
2021-06-08,2021-06-08,INFN,Infinera Corp,Fernicola Michael H,Chief Accounting Officer,S - Sale+OE,10.69,-853.0,0.0,-100.0,-9119.0
2021-06-08,2021-06-04,BG,Bungeltd,Continental Grain Co,Dir,S - Sale,89.01,-120000.0,2831204.0,-4.0,-10681200.0
2021-06-08,2021-06-07,SMLR,"Semler Scientific, Inc.",Murphy-Chutorian Douglas,"CEO, 10%",S - Sale,109.45,-1250.0,48571.0,-3.0,-136817.0
2021-06-08,2021-06-04,WSM,Williams Sonoma Inc,Benson Marta,Pres POTTERY BARN BRAND,S - Sale,165.47,-30000.0,29667.0,-50.0,-4963984.0
2021-06-08,2021-06-04,TALO,Talos Energy Inc.,"Apollo Management Holdings Gp, LLC",10%,S - Sale,16.26,-348078.0,18360459.0,-2.0,-5658727.0
2021-06-08,2021-06-07,BJRI,Bjs Restaurants Inc,Krakower Brian S,CIO,S - Sale+OE,51.72,-4924.0,3639.0,-58.0,-254669.0
2021-06-08,2021-06-07,OSIS,Osi Systems Inc,Sze Victor S,GC,S - Sale,96.03,-25000.0,177674.0,-12.0,-2400750.0
2021-06-08,2021-06-04,PRTK,"Paratek Pharmaceuticals, Inc.",Brenner Randall B.,"Chief Development, Regulatory",S - Sale,9.7,-9978.0,268940.0,-4.0,-96787.0
2021-06-08,2021-06-04,PRTK,"Paratek Pharmaceuticals, Inc.",Haskel William M.,"CLO, GC, Sec.",S - Sale,9.7,-7561.0,357092.0,-2.0,-73342.0
2021-06-08,2021-06-04,AMAT,Applied Materials Inc /de,Dickerson Gary E,"Pres, CEO",S - Sale,140.07,-115259.0,2246354.0,-5.0,-16144814.0
2021-06-08,2021-06-04,RPRX,Royalty Pharma Plc,Lloyd George W.,"EVP, Investments, GC",S - Sale,46.01,-252500.0,2091820.0,-11.0,-11616797.0
2021-06-08,2021-06-04,RPRX,Royalty Pharma Plc,Reddoch James F.,"EVP, Research, Investments",S - Sale,45.55,-200000.0,1295830.0,-13.0,-9110689.0
2021-06-08,2021-06-07,TSLA,"Tesla, Inc.",Kirkhorn Zachary,CFO,S - Sale+OE,587.84,-3022.0,58007.0,-5.0,-1776465.0
2021-06-08,2021-06-04,MNRL,"Brigham Minerals, Inc.",Keenan W Howard Jr,Dir,S - Sale,20.39,-281497.0,26564.0,-91.0,-5740888.0
2021-06-08,2021-06-04,ORGO,Organogenesis Holdings Inc.,Erani Albert,10%,S - Sale,15.87,-254612.0,59582133.0,0.0,-4041238.0
2021-06-08,2021-06-04,TWNK,"Hostess Brands, Inc.",Jacobs Andrew Wilson,See Remarks,S - Sale+OE,15.96,-166797.0,177321.0,-48.0,-2662714.0
2021-06-08,2021-06-04,ANET,"Arista Networks, Inc.",Giancarlo Charles H,Dir,S - Sale,348.11,-1665.0,66754.0,-2.0,-579606.0
2021-06-08,2021-06-08,CVCY,Central Valley Community Bancorp,Lauhon Blaine,EVP,S - Sale+OE,21.5,-12000.0,6530.0,-65.0,-258000.0
2021-06-08,2021-06-04,ANET,"Arista Networks, Inc.",Duda Kenneth,"CTO, SVP Software Eng.",S - Sale,350.04,-6070.0,430251.0,-1.0,-2124763.0
2021-06-08,2021-06-04,LMB,"Limbach Holdings, Inc.",Horowitz Joshua,Dir,P - Purchase,9.31,7320.0,195181.0,0.04,68179.0
2021-06-08,2021-06-04,TPC,Tutor Perini Corp,Tutor Ronald N,"COB, CEO, 10%",S - Sale,15.51,-121346.0,7758055.0,-2.0,-1881526.0
2021-06-08,2021-06-04,STTK,"Shattuck Labs, Inc.",Hornblower Josiah,Dir,S - Sale,29.32,-27012.0,3225416.0,-1.0,-791860.0
2021-06-08,2021-06-08,STTK,"Shattuck Labs, Inc.",Thomson Erin Ator,GC,S - Sale,30.0,-3000.0,88259.0,-3.0,-90000.0
2021-06-08,2021-06-07,BILL,"Bill.Com Holdings, Inc.",Rettig John R.,CFO,S - Sale+OE,152.35,-8358.0,138689.0,-6.0,-1273347.0
2021-06-08,2021-06-07,PMT,Pennymac Mortgage Investment Trust,Sullivan Marianne,Dir,S - Sale,20.49,-69961.0,44341.0,-61.0,-1433831.0
2021-06-08,2021-06-04,PRTK,"Paratek Pharmaceuticals, Inc.",Woodrow Adam,"Pres, Chief Commercial",S - Sale,9.7,-17182.0,474796.0,-3.0,-166665.0
2021-06-08,2021-06-04,ORGO,Organogenesis Holdings Inc.,Albert Erani Family Trust Dated 12/29/2012,10%,S - Sale,15.87,-254612.0,59582133.0,0.0,-4041238.0
2021-06-08,2021-06-07,TTEC,"Ttec Holdings, Inc.",Frerichs Robert N,Dir,S - Sale,110.0,-5908.0,14966.0,-28.0,-649880.0
2021-06-08,2021-06-04,ANSS,Ansys Inc,Scherer Barbara Vaughn,Dir,S - Sale,338.4,-750.0,11594.0,-6.0,-253802.0
2021-06-08,2021-06-04,MTX,Minerals Technologies Inc,Mayger Douglas W,SVP,S - Sale+OE,86.04,-11628.0,43530.0,-21.0,-1000463.0
2021-06-08,2021-06-07,SHEN,Shenandoah Telecommunications Co/va/,Pirtle William L,"SVP - Sales, Marketing",S - Sale,50.98,-10000.0,35979.0,-22.0,-509818.0
2021-06-08,2021-06-07,NWPX,Northwest Pipe Co,Larson Keith R,Dir,S - Sale,31.77,-1000.0,20313.0,-5.0,-31769.0
2021-06-08,2021-06-04,NWPX,Northwest Pipe Co,Montross Scott J,"Pres, CEO",S - Sale+OE,31.33,-400.0,89474.0,0.0,-12531.0
2021-06-08,2021-06-04,OPOF,Old Point Financial Corp,Langley Tom B,Dir,P - Purchase,23.3,1000.0,9569.0,0.12,23300.0
2021-06-08,2021-06-02,SRT,"Startek, Inc.",Sengupta Aparup,Global CEO,P - Purchase,6.97,10000.0,77892.0,0.15,69713.0
2021-06-08,2021-06-07,LLY,Eli Lilly & Co,Lilly Endowment Inc,10%,S - Sale,224.72,-230000.0,109872100.0,0.0,-51685008.0
2021-06-08,2021-06-07,SAFT,Safety Insurance Group Inc,Manning Peter J,Dir,S - Sale,83.14,-3000.0,6000.0,-33.0,-249420.0
2021-06-08,2021-06-07,VIAV,Viavi Solutions Inc.,Belluzzo Richard,Dir,S - Sale,17.34,-2450.0,214105.0,-1.0,-42483.0
2021-06-08,2021-06-07,CC,Chemours Co,Bellezza Alisha,"Pres, Thermal Spec Solns",S - Sale+OE,36.17,-8913.0,18813.0,-32.0,-322383.0
2021-06-08,2021-06-04,NDSN,Nordson Corp,Peet Shelly,EVP,S - Sale+OE,223.99,-6600.0,27684.0,-19.0,-1478334.0
2021-06-08,2021-06-08,NRIM,Northrim Bancorp Inc,McCambridge David J,Dir,P - Purchase,45.57,545.0,8078.0,0.07,24837.0
2021-06-08,2021-06-04,RHE,"Regional Health Properties, Inc",Tenwick David A,Dir,P - Purchase,15.0,10000.0,41985.0,0.31,150000.0
2021-06-08,2021-06-07,AXTI,Axt Inc,Young Morris S,CEO,S - Sale,10.48,-40000.0,1650589.0,-2.0,-419200.0
2021-06-08,2021-06-04,GLP,Global Partners LP,Global Gp LLC,General Partner,P - Purchase,26.49,43955.0,69910.0,1.69,1164339.0
2021-06-08,2021-06-04,AYRO,"Ayro, Inc.",Silverman Joshua,Dir,S - Sale,5.17,-39008.0,136467.0,-22.0,-201687.0
2021-06-08,2021-06-07,XYL,Xylem Inc.,McShane Geri-Michelle,Chief Accounting Officer,S - Sale+OE,119.33,-1984.0,1921.0,-51.0,-236751.0
2021-06-08,2021-06-07,TBBK,"Bancorp, Inc.",Cohen Daniel G,Dir,S - Sale,26.08,-35000.0,202435.0,-15.0,-912905.0
2021-06-08,2020-09-14,OGS,"One Gas, Inc.",Hart Tracy E,Dir,P - Purchase,69.67,400.0,2860.0,0.16,27868.0
2021-06-08,2021-06-07,HQI,"Hirequest, Inc.",Hagenbuch Lawrence F,Dir,P - Purchase,17.83,1000.0,70108.0,0.01,17834.0
2021-06-08,2021-06-07,SRCL,Stericycle Inc,Ginnetti Daniel,EVP International,S - Sale+OE,76.09,-24291.0,8911.0,-73.0,-1848369.0
2021-06-08,2021-06-07,EPAM,"Epam Systems, Inc.",Shekhter Elaina,"SVP, CMO",S - Sale+OE,485.02,-11744.0,6284.0,-65.0,-5696020.0
2021-06-08,2021-06-07,REGN,"Regeneron Pharmaceuticals, Inc.",Goldstein Joseph L,Dir,S - Sale+OE,525.0,-1930.0,5891.0,-25.0,-1013250.0
2021-06-08,2021-06-04,VLDR,"Velodyne Lidar, Inc.",Samardzich Barb J,Dir,S - Sale,10.02,-50000.0,19381.0,-72.0,-501045.0
2021-06-08,2021-06-07,REGN,"Regeneron Pharmaceuticals, Inc.",McCourt Marion,EVP Commercial,S - Sale+OE,511.65,-1000.0,17146.0,-6.0,-511650.0
2021-06-08,2021-06-07,XYL,Xylem Inc.,Flinton David,SVP,S - Sale,118.78,-13966.0,12333.0,-53.0,-1658912.0
2021-06-08,2021-06-07,SAM,Boston Beer Co Inc,Troupe Quincy B,"SVP, Supply Chain",S - Sale+OE,1100.21,-471.0,5646.0,-8.0,-518199.0
2021-06-08,2021-06-07,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,1081.86,-2500.0,260407.0,-1.0,-2704646.0
2021-06-08,2021-06-07,FORD,"Forward Industries, Inc.",Severino Paul Jean,COO of Subsidiary,S - Sale,2.62,-10000.0,85918.0,-10.0,-26228.0
2021-06-08,2021-06-04,MSCI,Msci Inc.,Pettit Cd Baer,"Pres, COO",S - Sale,463.86,-2500.0,255020.0,-1.0,-1159638.0
2021-06-08,2021-06-07,MDU,Mdu Resources Group Inc,Everist Thomas S,Dir,S - Sale+OE,33.7,-75000.0,725221.0,-9.0,-2527725.0
2021-06-08,2021-06-04,PFSI,"Pennymac Financial Services, Inc.",Nanji Farhad,Dir,P - Purchase,60.64,138232.0,3140529.0,0.05,8382744.0
2021-06-08,2021-06-04,PFSI,"Pennymac Financial Services, Inc.","Mfn Partners, LP",Dir,P - Purchase,60.64,138232.0,2970000.0,0.05,8382744.0
2021-06-08,2021-06-07,MLAB,Mesa Laboratories Inc /co/,Owens Gary M,"Pres, CEO",S - Sale,264.0,-1350.0,8513.0,-14.0,-356400.0
2021-06-08,2021-06-07,KELYA,Kelly Services Inc,Dutton Jane E,Dir,S - Sale+OE,25.3,-233.0,13835.0,-2.0,-5895.0
2021-06-08,2021-06-07,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1507.0,29.0,376693.0,0.0,43703.0
2021-06-08,2021-06-07,TDG,Transdigm Group Inc,Stein Kevin M,"Pres, CEO",S - Sale+OE,664.5,-40000.0,1347.0,-97.0,-26579841.0
2021-06-08,2021-06-04,ETR,Entergy Corp /de/,Brown Marcus V,"EVP, GC",S - Sale,105.8,-8000.0,13845.0,-37.0,-846400.0
2021-06-08,2021-06-07,CZNC,Citizens & Northern Corp,Pellegrino Frank G,Dir,P - Purchase,24.9,91.0,23192.0,0.0,2266.0
2021-06-08,2021-06-07,GLPI,"Gaming & Leisure Properties, Inc.",Moore Brandon John,"EVP, GC,amp; Sec",S - Sale,48.02,-10000.0,166502.0,-6.0,-480200.0
2021-06-08,2021-06-07,IRDM,Iridium Communications Inc.,Frazier Leon Anthony,Dir,P - Purchase,37.26,2600.0,6642.0,0.64,96876.0
2021-06-08,2021-06-07,AIN,Albany International Corp /de/,Halftermeyer Daniel A,"Pres, PMC",S - Sale+OE,87.45,-3100.0,81655.0,-4.0,-271101.0
2021-06-08,2021-06-04,VZ,Verizon Communications Inc,Silliman Craig L.,"EVP, ChiefAdminLegal, PubPolOf",S - Sale,56.9,-1555.0,37490.0,-4.0,-88480.0
2021-06-08,2021-06-04,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,66.91,33316.0,5694004.0,0.01,2229285.0
2021-06-08,2021-06-03,CNNB,"Cincinnati Bancorp, Inc.",Nurre Andrew J.,Dir,P - Purchase,13.85,108.0,13900.0,0.01,1496.0
2021-06-08,2021-06-04,FIVN,"Five9, Inc.",Zwarenstein Barry,CFO,S - Sale,157.53,-3388.0,178698.0,-2.0,-533717.0
2021-06-08,2021-06-03,PRKA,"Parks America, Inc",Kohnen Charles,"Dir, 10%",P - Purchase,0.59,27000.0,21823759.0,0.0,16060.0
2021-06-08,2021-06-07,EL,Estee Lauder Companies Inc,Hockaday Irvine O Jr,Dir,S - Sale,302.23,-2740.0,0.0,-100.0,-828110.0
2021-06-08,2021-06-08,CHMG,Chemung Financial Corp,Dalrymple Robert H,Dir,S - Sale,44.62,-20458.0,269736.0,-7.0,-912772.0
2021-06-08,2021-06-04,PFHD,Professional Holding Corp.,Garcia Carlos M.,Dir,S - Sale,18.28,-1674.0,443544.0,0.0,-30601.0
2021-06-08,2021-06-04,ZUMZ,Zumiez Inc,Work Christopher Codington,CFO,S - Sale+OE,48.05,-7795.0,45624.0,-15.0,-374569.0
2021-06-08,2021-06-04,ALTR,Altair Engineering Inc.,Schramm Uwe,See Remarks,S - Sale+OE,66.63,-3551.0,43265.0,-8.0,-236600.0
2021-06-08,2021-06-04,ALTR,Altair Engineering Inc.,Christ George J,10%,S - Sale+OE,65.78,-64430.0,0.0,-100.0,-4238204.0
2021-06-08,2021-06-04,ALTR,Altair Engineering Inc.,Christ Revocable Trust,10%,S - Sale+OE,65.78,-64430.0,0.0,-100.0,-4238204.0
2021-06-08,2021-06-07,CDAY,Ceridian Hcm Holding Inc.,Turner Leagh Erin,"Pres, COO",S - Sale+OE,85.61,-4000.0,113111.0,-3.0,-342440.0
2021-06-08,2021-06-07,ICD,"Independence Contract Drilling, Inc.",Minmier James,Dir,P - Purchase,4.11,4000.0,11198.0,0.56,16434.0
2021-06-08,2021-06-04,ALTR,Altair Engineering Inc.,Kowal Jan,Dir,S - Sale+OE,66.7,-4000.0,9000.0,-31.0,-266784.0
2021-06-08,2021-06-04,ALTR,Altair Engineering Inc.,Dagg James,See Remarks,S - Sale+OE,66.39,-10000.0,8147.0,-55.0,-663860.0
2021-06-08,2021-06-08,FMBM,F&m Bank Corp,Shillingburg Stephanie E,Executive Vice President,P - Purchase,29.7,19.0,8834.0,0.0,577.0
2021-06-08,2021-06-08,FMBM,F&m Bank Corp,Comer Carrie A,EVP & CFO,P - Purchase,29.7,4.0,5254.0,0.0,127.0
2021-06-08,2021-04-19,LEGH,Legacy Housing Corp,Hodgson Curtis Drew,"Chairman of the Board, 10%",S - Sale,18.94,-210000.0,6355969.0,-3.0,-3978029.0
2021-06-08,2021-06-07,ACTG,Acacia Research Corp,Rosenstein Richard Jay,CFO,S - Sale,5.51,-9600.0,76900.0,-11.0,-52896.0
2021-06-08,2021-06-08,FMBM,F&m Bank Corp,Hanna Mark Christopher,President & CEO,P - Purchase,29.7,51.0,10004.0,0.01,1520.0
2021-06-08,2021-06-07,NOTV,"Inotiv, Inc.",Sagartz John E,Chief Strategy Officer,P - Purchase,28.7,1742.0,648524.0,0.0,49995.0
2021-06-08,2021-06-04,CHE,Chemed Corp,Westfall Nicholas Michael,EVP,S - Sale,493.1,-3771.0,3707.0,-50.0,-1859469.0
2021-06-08,2021-06-04,TER,"Teradyne, Inc",Jagiela Mark E,"Pres, CEO",S - Sale,127.57,-27518.0,193881.0,-12.0,-3510471.0
2021-06-08,2021-06-04,INOD,Innodata Inc,Mishra Ashok,"EVP, COO",S - Sale+OE,6.92,-26384.0,0.0,-100.0,-182620.0
2021-06-08,2021-06-07,EQIX,Equinix Inc,Meyers Charles J,"CEO, Pres",S - Sale,795.42,-5051.0,7510.0,-40.0,-4017644.0
2021-06-08,2021-06-07,REG,Regency Centers Corp,Leavitt J Christian,Chief Accounting Officer,S - Sale,66.71,-1600.0,22110.0,-7.0,-106736.0
2021-06-08,2021-06-04,VCYT,"Veracyte, Inc.",Kennedy Giulia C,"Chief Scientific, Med Officer",S - Sale+OE,34.63,-9081.0,51887.0,-15.0,-314515.0
2021-06-08,2021-06-04,AQUA,Evoqua Water Technologies Corp.,Grieco Vincent,"EVP, GC, Secretary",S - Sale+OE,32.0,-18813.0,65397.0,-22.0,-602016.0
2021-06-08,2021-06-07,EQIX,Equinix Inc,Hromadko Gary,Dir,S - Sale,796.0,-10000.0,150335.0,-6.0,-7960004.0
2021-06-08,2021-06-08,REG,Regency Centers Corp,Roth Alan Todd,Managing Director,S - Sale,67.6,-3000.0,9117.0,-25.0,-202797.0
2021-06-08,2021-06-07,NUAN,"Nuance Communications, Inc.",Weideman Robert,"EVP, GM, Enterprise Division",S - Sale,55.0,-11182.0,447960.0,-2.0,-615010.0
2021-06-08,2021-06-07,HA,Hawaiian Holdings Inc,Swelbar William S,Dir,S - Sale,25.95,-4000.0,25461.0,-14.0,-103790.0
2021-06-08,2021-06-04,AQUA,Evoqua Water Technologies Corp.,Kohosek James M.,"EVP, Chief Admin. Officer",S - Sale+OE,32.0,-49575.0,80391.0,-38.0,-1586400.0
2021-06-08,2021-06-04,CCLP,Csi Compressco LP,Byers Jonathan W.,CFO,P - Purchase,1.85,31130.0,490314.0,0.07,57591.0
2021-06-08,2021-06-07,BIGC,"Bigcommerce Holdings, Inc.",Mengoli Jeff,"GC, Secretary",S - Sale+OE,59.08,-3000.0,122409.0,-2.0,-177237.0
2021-06-08,2021-06-07,BIGC,"Bigcommerce Holdings, Inc.",Ostryniec Marc,Chief Sales Officer,S - Sale,59.04,-8268.0,58157.0,-12.0,-488137.0
2021-06-08,2021-06-04,KROS,"Keros Therapeutics, Inc.",Knowles Julius,Dir,S - Sale,49.07,-19415.0,364395.0,-5.0,-952613.0
2021-06-08,2021-06-08,REG,Regency Centers Corp,Wibbenmeyer Nicholas Andrew,Managing Director,S - Sale,66.82,-1921.0,5586.0,-26.0,-128360.0
2021-06-08,2021-06-07,QRVO,"Qorvo, Inc.",Harrison Gina,"VP, Corporate Controller",S - Sale,183.25,-1113.0,15403.0,-7.0,-203957.0
2021-06-08,2021-04-26,WEC,"Wec Energy Group, Inc.",Lane Thomas K,Dir,P - Purchase,95.42,70.0,4910.0,0.01,6680.0
2021-06-08,2021-06-04,OPRX,Optimizerx Corp,Paramore Miriam J,Pres,S - Sale+OE,50.9,-15000.0,28157.0,-35.0,-763500.0
2021-06-08,2021-06-04,QS,Quantumscape Corp,McCarthy Michael O III,GC,S - Sale+OE,28.48,-100000.0,872882.0,-10.0,-2848385.0
2021-06-08,2021-06-07,JCI,Johnson Controls International Plc,Minella Lynn C,"VP, CHRO",S - Sale+OE,66.44,-75325.0,77009.0,-49.0,-5004713.0
2021-06-08,2021-06-04,FIVN,"Five9, Inc.",Trollope Rowan M,CEO,S - Sale,157.07,-30429.0,195456.0,-13.0,-4779441.0
2021-06-08,2021-06-04,F,Ford Motor Co,Robinson Kiersten,"Chief People, E. Exp. Officer",S - Sale,16.2,-60000.0,109691.0,-35.0,-972000.0
2021-06-08,2021-06-04,UMBF,Umb Financial Corp,Kemper Alexander C,Dir,S - Sale,97.6,-2357.0,11560.0,-17.0,-230045.0
2021-06-08,2021-06-04,AEO,American Eagle Outfitters Inc,Davis Steven A,Dir,P - Purchase,32.45,4000.0,4000.0,0.0,129798.0
2021-06-08,2021-06-07,CC,Chemours Co,Sparks Edwin C,"Pres, Titan Tech Chem Sol",S - Sale+OE,36.1,-28521.0,88633.0,-24.0,-1029608.0
2021-06-08,2021-06-04,JBHT,Hunt J B Transport Services Inc,Boattini Jennifer,"SVP Legal, GC",S - Sale+OE,169.21,-3662.0,11779.0,-24.0,-619647.0
